n,mean,sd,bic_1,bic_2,lrt,p_bootstrap,largest_gap,gap_lo,gap_hi,n_below_4,n_above_4,lower_mean,upper_mean
31,4.315451612903226,1.3944546804805018,114.44089154564367,108.81457481737036,15.928278341728738,0.023952095808383235,0.556,3.5,4.056,13,18,2.871846153846154,5.358055555555556
